data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-06-28T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,27,0,27,119,146,-1,0,3842,543,2258,2273,4531,174968,116126,Per 1602 casi non è disponibile la provenienza
2020-06-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,8,14,1,1,1218,132,1360,4,1364,82182,69088,
2020-06-28T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,21,4,25,105,130,0,0,2666,281,2748,329,3077,205492,168323,
2020-06-28T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,16,6,22,301,323,5,5,8817,1103,10044,199,10243,332758,227034,
2020-06-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,1,3,6,9,-1,0,1351,80,1428,12,1440,94286,64456,
2020-06-28T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,0,0,1044,146,1083,111,1194,18062,13681,
2020-06-28T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,16,1,17,443,460,-22,11,16807,2008,19255,20,19275,944010,405126,
2020-06-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,2,30,252,282,-2,1,2543,462,3102,185,3287,104822,69874,
2020-06-29T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,2,3,1,1,372,27,401,1,402,39294,38514,NEL TOTALE DEI CASI POSITIVI SONO COMPRESI N. 2 PAZIENTI IN ISOLAMENTO DOMICILIARE PROVENIENTI DA ALTRA REGIONE
2020-06-29T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,22,26,0,0,1057,97,1158,22,1180,94170,92136,
2020-06-29T17:00:00,ITA,15,Campania,40.83956555,14.25084984,20,0,20,142,162,-1,1,4073,431,4664,2,4666,279246,135740,
2020-06-29T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,111,12,123,909,1032,-10,16,23185,4255,27961,511,28472,489451,292851,
2020-06-29T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,12,0,12,24,36,-2,0,2927,345,3307,1,3308,187500,105815,
2020-06-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,190,13,203,637,840,-1,9,6428,837,5987,2118,8105,335751,274704,
2020-06-29T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,47,3,50,227,277,5,7,8139,1558,9019,955,9974,145902,78097,
2020-06-29T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,321,43,364,10459,10823,-124,78,66376,16640,88821,5018,93839,1030431,615813,
2020-06-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,9,0,9,265,274,-46,0,5520,991,6785,0,6785,136385,82326,
2020-06-29T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,26,26,0,0,396,23,444,1,445,22474,21400,
2020-06-29T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,2,1,3,82,85,0,2,2262,292,2639,0,2639,83729,40655,
2020-06-29T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,52,53,-1,0,4405,405,3378,1485,4863,120168,62092,
2020-06-29T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,283,11,294,1196,1490,-5,2,25761,4087,27422,3916,31338,411939,257579,
2020-06-29T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,28,0,28,117,145,-1,0,3843,543,2241,2290,4531,175811,117104,Per 1583 casi non è disponibile la provenienza
2020-06-29T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,8,14,0,0,1218,132,1360,4,1364,82478,69332,
2020-06-29T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,21,3,24,103,127,-3,1,2670,281,2748,330,3078,206550,169019,
2020-06-29T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,14,6,20,307,327,4,5,8817,1104,10049,199,10248,334198,228057,
2020-06-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,1,3,6,9,0,0,1351,80,1428,12,1440,94519,64620,
2020-06-29T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,3,0,3,0,3,-1,0,1045,146,1083,111,1194,18148,13734,
2020-06-29T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,17,1,18,444,462,2,3,16808,2008,19257,21,19278,948871,406042,
2020-06-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,33,0,33,164,197,-85,0,2626,464,3100,187,3287,105653,70443,
2020-06-30T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,2,3,0,0,372,27,401,1,402,39631,38851,NEL TOTALE DEI CASI POSITIVI SONO COMPRESI N. 2 PAZIENTI IN ISOLAMENTO DOMICILIARE PROVENIENTI DA ALTRA REGIONE
2020-06-30T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,23,27,1,1,1057,97,1159,22,1181,95094,93060,
2020-06-30T17:00:00,ITA,15,Campania,40.83956555,14.25084984,29,0,29,152,181,19,24,4077,432,4677,13,4690,282523,138482,
2020-06-30T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,108,12,120,890,1010,-22,20,23222,4260,27965,527,28492,495544,296112,
2020-06-30T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,9,0,9,36,45,9,0,2918,345,3307,1,3308,189955,106632,Il numero dei guariti è inferiore al precedente invio in quanto tre soggetti che risultavano guariti per negatività da tampone (2 consecutivi) si sono ri-positivizzati ma non contribuiscono nei nuovi casi in quanto già conteggiati
2020-06-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,189,13,202,634,836,-4,5,6437,837,5990,2120,8110,338035,276640,
2020-06-30T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,46,3,49,231,280,3,3,8139,1558,9012,965,9977,147156,78710,
2020-06-30T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,297,42,339,9721,10060,-763,62,67197,16644,88687,5214,93901,1036548,619851,
2020-06-30T17:00:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,258,266,-8,0,5528,991,6785,0,6785,137340,82950,
2020-06-30T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,25,25,-1,0,397,23,444,1,445,22660,21585,
2020-06-30T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,1,4,80,84,-1,0,2263,292,2639,0,2639,84172,40961,
2020-06-30T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,49,50,-3,0,4408,405,3378,1485,4863,121315,62918,
2020-06-30T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,267,12,279,1144,1423,-67,11,25836,4090,27273,4076,31349,415257,259420,
2020-06-30T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,25,0,25,104,129,-16,0,3857,545,2173,2358,4531,178251,118741,Per 1507 casi non è disponibile la provenienza
2020-06-30T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,8,14,0,2,1219,133,1360,6,1366,83439,70030,
2020-06-30T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,19,3,22,106,128,1,2,2670,282,2749,331,3080,209071,171130,
2020-06-30T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,17,6,23,306,329,2,2,8817,1104,10032,218,10250,337110,229809,
2020-06-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,1,4,6,10,1,1,1351,80,1428,13,1441,95627,65217,
2020-06-30T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,4,0,4,0,4,1,1,1045,146,1083,112,1195,18263,13805,
2020-06-30T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,21,0,21,441,462,0,8,16812,2012,19259,27,19286,957466,408628,
2020-07-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,32,0,32,138,170,-27,2,2655,464,3099,190,3289,106350,70898,
2020-07-01T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,2,2,-1,0,373,27,401,1,402,39787,39007,NEL TOTALE DEI CASI POSITIVI SONO COMPRESI N. 2 PAZIENTI IN ISOLAMENTO DOMICILIARE PROVENIENTI DA ALTRA REGIONE
2020-07-01T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,22,26,-1,0,1058,97,1159,22,1181,95926,93892,
2020-07-01T17:00:00,ITA,15,Campania,40.83956555,14.25084984,16,0,16,173,189,8,9,4078,432,4678,21,4699,285388,139678,
2020-07-01T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,104,10,114,888,1002,-8,16,23242,4264,27970,538,28508,499426,298840,
2020-07-01T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,50,56,11,4,2911,345,3311,1,3312,192106,107364,
2020-07-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,190,12,202,630,832,-4,9,6448,839,5996,2123,8119,341083,279387,
2020-07-01T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,42,3,45,235,280,0,5,8144,1558,8747,1235,9982,148585,79497,
2020-07-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,277,41,318,9620,9938,-122,109,67422,16650,88747,5263,94010,1044975,625197,
2020-07-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,240,248,-18,5,5551,987,6786,0,6786,138550,83726,n.4 decessi  precedentemente segnalati non risultano classificabili come COVID-19  positivi
2020-07-01T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,25,25,0,0,397,23,444,1,445,22886,21809,
2020-07-01T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,1,4,80,84,0,3,2266,292,2642,0,2642,84846,41389,
2020-07-01T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,46,47,-3,1,4412,405,3378,1486,4864,122574,63299,
2020-07-01T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,260,11,271,1082,1353,-70,16,25921,4091,27132,4233,31365,419291,261774,
2020-07-01T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,88,112,-17,0,3873,545,2159,2371,4530,180664,120651,Per 1491 casi non è disponibile la provenienza
2020-07-01T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,6,11,-3,0,1222,133,1360,6,1366,84569,71039,
2020-07-01T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,18,3,21,105,126,-2,1,2673,282,2749,332,3081,211496,172947,
2020-07-01T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,13,5,18,305,323,-6,4,8825,1106,10036,218,10254,341165,231407,
2020-07-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,1,4,6,10,0,0,1351,80,1428,13,1441,96602,65770,
2020-07-01T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,-1,0,1046,146,1083,112,1195,18414,13892,
2020-07-01T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,17,0,17,401,418,-44,3,16849,2022,19259,30,19289,970793,411837,
2020-07-02T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,0,28,132,160,-10,3,2668,464,3102,190,3292,107535,71520,
2020-07-02T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,2,2,0,0,373,27,401,1,402,40041,39261,NEL TOTALE DEI CASI POSITIVI SONO COMPRESI N. 2 PAZIENTI IN ISOLAMENTO DOMICILIARE PROVENIENTI DA ALTRA REGIONE
2020-07-02T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,21,25,-1,0,1059,97,1159,22,1181,96914,94880,
2020-07-02T17:00:00,ITA,15,Campania,40.83956555,14.25084984,15,0,15,175,190,1,3,4080,432,4680,22,4702,286812,140525,
2020-07-02T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,96,9,105,898,1003,1,27,23267,4265,27981,554,28535,504288,301588,
2020-07-02T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,56,62,6,2,2907,345,3311,3,3314,194395,107907,
2020-07-02T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,188,11,199,632,831,-1,11,6460,839,6000,2130,8130,343882,281743,
2020-07-02T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,41,3,44,237,281,1,2,8145,1558,8737,1247,9984,149910,80201,
2020-07-02T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,241,41,282,9545,9827,-111,98,67610,16671,88793,5315,94108,1054415,630993,
2020-07-02T17:00:00,ITA,11,Marche,43.61675973,13.5188753,8,0,8,230,238,-10,3,5564,987,6789,0,6789,139893,84572,
2020-07-02T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,-4,0,401,23,444,1,445,23115,22013,
2020-07-02T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,81,84,0,0,2266,292,2642,0,2642,85423,41686,
2020-07-02T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,45,46,-1,1,4414,405,3379,1486,4865,123864,63787,
2020-07-02T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,248,11,259,1040,1299,-54,13,25983,4096,26969,4409,31378,422647,263385,
2020-07-02T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,85,109,-3,0,3876,545,2154,2376,4530,182713,122302,Per 1487 casi non è disponibile la provenienza
2020-07-02T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,7,0,7,6,13,2,2,1222,133,1360,8,1368,85381,72197,
2020-07-02T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,17,3,20,114,134,8,9,2674,282,2749,341,3090,214317,174795,
2020-07-02T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,11,3,14,310,324,1,4,8825,1109,10040,218,10258,344383,232951,
2020-07-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,1,4,7,11,1,3,1353,80,1431,13,1444,97698,66402,
2020-07-02T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,0,0,1046,146,1081,114,1195,18479,13911,
2020-07-02T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,20,0,20,377,397,-21,20,16890,2022,19262,47,19309,982614,415828,
2020-07-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,27,0,27,129,156,-4,6,2678,464,3104,194,3298,108363,71976,
2020-07-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,2,2,373,27,401,3,404,40333,39553,"NEL TOTALE CASI POSITIVI SONO COMPRESI ULTERIORI N. 2 SOGGETTI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING, ASINTOMATICI ED  IN ISOLAMENTO DOMICILIARE, NON RESIDENTI E PROVENIENTI DA STATO ESTERO.  "
2020-07-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,21,25,0,1,1060,97,1159,23,1182,97852,95818,
2020-07-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,35,0,35,162,197,7,10,4083,432,4682,30,4712,289253,142219,
2020-07-03T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,87,9,96,915,1011,8,27,23284,4267,27990,572,28562,508691,304202,
2020-07-03T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,62,68,6,4,2905,345,3315,3,3318,196975,108444,
2020-07-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,188,11,199,627,826,-5,11,6475,840,6008,2133,8141,346239,283710,
2020-07-03T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,40,3,43,240,283,2,3,8146,1558,8723,1264,9987,151324,80887,
2020-07-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,241,41,282,9395,9677,-150,115,67871,16675,88834,5389,94223,1064173,636860,
2020-07-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,6,0,6,221,227,-11,0,5575,987,6789,0,6789,140965,85256,
2020-07-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,0,0,401,23,444,1,445,23262,22167,
2020-07-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,80,83,-1,0,2267,292,2642,0,2642,85938,42017,
2020-07-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,44,46,0,6,4420,405,3380,1491,4871,125206,64218,
2020-07-03T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,235,10,245,1030,1275,-24,16,26019,4100,26872,4522,31394,425052,264608,
2020-07-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,21,0,21,88,109,0,3,3879,545,2152,2381,4533,184749,123414,Per 1482 casi non è disponibile la provenienza
2020-07-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,8,14,1,1,1222,133,1360,9,1369,86534,72993,
2020-07-03T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,16,2,18,117,135,1,1,2674,282,2749,342,3091,217147,176956,
2020-07-03T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,13,3,16,307,323,-1,9,8832,1112,10049,218,10267,347127,234084,
2020-07-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,6,10,-1,2,1356,80,1432,14,1446,98488,66783,
2020-07-03T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,1,1,1046,146,1082,114,1196,18576,13966,
2020-07-03T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,19,0,19,371,390,-7,5,16901,2023,19263,51,19314,992568,417996,
2020-07-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,28,0,28,131,159,3,7,2682,464,3108,197,3305,109379,72652,
2020-07-04T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,0,0,373,27,401,3,404,40562,39782,"NEL TOTALE CASI POSITIVI SONO COMPRESI ULTERIORI N. 2 SOGGETTI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING, ASINTOMATICI ED  IN ISOLAMENTO DOMICILIARE, NON RESIDENTI E PROVENIENTI DA STATO ESTERO.  "
2020-07-04T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,3,0,3,23,26,1,1,1060,97,1159,24,1183,98936,96902,
2020-07-04T17:00:00,ITA,15,Campania,40.83956555,14.25084984,37,0,37,161,198,1,2,4084,432,4683,31,4714,290745,143232,
2020-07-04T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,88,8,96,941,1037,26,51,23309,4267,28001,612,28613,514204,307615,
2020-07-04T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,6,0,6,67,73,5,8,2908,345,3322,4,3326,199207,109076,
2020-07-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,197,11,208,646,854,28,31,6477,841,6019,2153,8172,348633,285697,
2020-07-04T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,39,2,41,242,283,0,4,8150,1558,8713,1278,9991,152888,81739,
2020-07-04T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,231,36,267,9159,9426,-251,95,68201,16691,88857,5461,94318,1074333,642762,
2020-07-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,198,203,-24,0,5599,987,6789,0,6789,142031,85913,
2020-07-04T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,0,0,401,23,444,1,445,23399,22303,
2020-07-04T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,82,85,2,3,2268,292,2645,0,2645,86556,42385,
2020-07-04T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,46,48,2,2,4420,405,3380,1493,4873,126689,64691,
2020-07-04T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,225,9,234,983,1217,-58,11,26086,4102,26713,4692,31405,427590,266238,
2020-07-04T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,21,0,21,90,111,2,3,3880,545,2143,2393,4536,186569,125029,Per 1469 casi non è disponibile la provenienza
2020-07-04T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,7,13,-1,0,1223,133,1360,9,1369,87244,73703,
2020-07-04T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,15,2,17,121,138,3,3,2674,282,2749,345,3094,219841,179117,
2020-07-04T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,11,2,13,311,324,1,9,8838,1114,10058,218,10276,349745,235764,
2020-07-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,-1,1,1358,80,1433,14,1447,99397,67231,
2020-07-04T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,0,0,1046,146,1082,114,1196,18650,14000,
2020-07-04T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,16,1,17,371,388,-2,4,16907,2023,19265,53,19318,1004228,421242,
2020-07-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,30,0,30,133,163,4,4,2682,464,3107,202,3309,110052,73142,
2020-07-05T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,4,4,0,0,373,27,400,4,404,40562,39782,"NEL TOTALE CASI POSITIVI SONO COMPRESI ULTERIORI N. 2 SOGGETTI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING, ASINTOMATICI ED  IN ISOLAMENTO DOMICILIARE, NON RESIDENTI E PROVENIENTI DA STATO ESTERO.  "
2020-07-05T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,3,0,3,23,26,0,0,1060,97,1159,24,1183,99467,97433,
2020-07-05T17:00:00,ITA,15,Campania,40.83956555,14.25084984,36,0,36,165,201,3,5,4086,432,4685,34,4719,292593,144281,
2020-07-05T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,88,9,97,932,1029,-8,24,23340,4268,28012,625,28637,517215,309970,
2020-07-05T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,66,73,0,0,2908,345,3322,4,3326,199988,109389,
2020-07-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,199,11,210,651,861,7,14,6484,841,6025,2161,8186,350978,287673,
2020-07-05T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,43,3,46,243,289,6,8,8152,1558,8721,1278,9999,154061,82338,
2020-07-05T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,230,36,266,9179,9445,19,98,68274,16697,88891,5525,94416,1083105,647739,
2020-07-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,189,194,-9,1,5609,987,6790,0,6790,143029,86515,
2020-07-05T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,21,21,0,0,401,23,444,1,445,23529,22432,
2020-07-05T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,82,85,0,2,2270,292,2647,0,2647,87236,42772,
2020-07-05T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,40,42,-6,0,4426,405,3380,1493,4873,127886,65033,
2020-07-05T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,226,9,235,982,1217,0,18,26104,4102,26686,4737,31423,430300,267961,
2020-07-05T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,20,0,20,90,110,-1,0,3881,545,2142,2394,4536,188242,125961,per 1468 casi non è disponibile la provenienza
2020-07-05T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,4,0,4,8,12,-1,1,1225,133,1360,10,1370,87553,74074,
2020-07-05T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,13,2,15,123,138,0,0,2674,282,2749,345,3094,221210,180132,
2020-07-05T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,12,2,14,316,330,6,9,8841,1114,10065,220,10285,352549,237344,
2020-07-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,0,0,1358,80,1433,14,1447,100193,67644,
2020-07-05T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,1,0,1045,146,1082,114,1196,18707,14039,
2020-07-05T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,16,2,18,370,388,0,8,16915,2023,19268,58,19326,1009833,422585,
